delivery_id,order_number,delivery_date,vehicle_id,driver_id,customer_id,depot_id,distance_km,weight_kg,planned_departure,actual_departure,planned_arrival,actual_arrival,completion_time,loading_time_minutes,travel_time_minutes,parking_time_minutes,service_time_minutes,is_late,late_minutes,status,priority,cost_thb,traffic_level,weather,day_of_week,hour_of_day
DEL_000034,ORD_000034,2025-12-01,VEH_030,DRV_060,CUST_0040,DEPOT_001,20.28,7538,2025-12-01 07:49:00,2025-12-01 07:58:00,2025-12-01 08:49:00,2025-12-01 09:28:34.144501,2025-12-01 10:00:34.144501,21,74.6,13,19,False,0,delivered,urgent,506.91,1.23,rain,Monday,7
DEL_000035,ORD_000035,2025-08-10,VEH_033,DRV_087,CUST_0056,DEPOT_003,10.15,775,2025-08-10 07:02:00,2025-08-10 07:06:00,2025-08-10 07:32:00,2025-08-10 08:16:27.953066,2025-08-10 08:43:27.953066,13,56.5,10,17,False,0,delivered,high,81.17,1.86,rain,Sunday,7
DEL_000036,ORD_000036,2025-08-30,VEH_016,DRV_098,CUST_0400,DEPOT_004,20.54,994,2025-08-30 09:50:00,2025-08-30 10:09:00,2025-08-30 10:51:00,2025-08-30 11:29:10.069287,2025-08-30 11:41:10.069287,19,83.2,6,6,False,0,delivered,high,369.72,1.35,cloudy,Saturday,9
DEL_000037,ORD_000037,2025-07-03,VEH_028,DRV_010,CUST_0087,DEPOT_003,9.4,1136,2025-07-03 06:42:00,2025-07-03 06:51:00,2025-07-03 07:10:00,2025-07-03 07:40:50.168964,2025-07-03 07:55:50.168964,19,40.8,3,12,False,0,delivered,urgent,169.18,1.45,cloudy,Thursday,6
DEL_000038,ORD_000038,2025-07-30,VEH_017,DRV_058,CUST_0250,DEPOT_005,19.58,160,2025-07-30 07:02:00,2025-07-30 07:20:00,2025-07-30 08:00:00,2025-07-30 09:37:27.332468,2025-07-30 10:16:27.332468,45,113.5,11,28,False,0,delivered,high,156.68,1.93,rain,Wednesday,7
DEL_000040,ORD_000040,2025-11-05,VEH_002,DRV_092,CUST_0031,DEPOT_003,5.1,194,2025-11-05 07:26:00,2025-11-05 07:25:00,2025-11-05 07:41:00,2025-11-05 08:03:57.184428,2025-11-05 08:30:57.184428,19,20.0,4,23,False,0,delivered,normal,61.26,1.3,clear,Wednesday,7
DEL_000041,ORD_000041,2025-08-13,VEH_020,DRV_064,CUST_0271,DEPOT_005,8.05,81,2025-08-13 08:36:00,2025-08-13 08:42:00,2025-08-13 09:00:00,2025-08-13 09:49:32.455636,2025-08-13 10:01:32.455636,42,31.5,3,9,False,0,delivered,normal,64.37,1.31,clear,Wednesday,8
DEL_000043,ORD_000043,2025-12-24,VEH_018,DRV_021,CUST_0140,DEPOT_002,16.98,274,2025-12-24 07:36:00,2025-12-24 07:36:00,2025-12-24 08:26:00,2025-12-24 09:21:26.880595,2025-12-24 09:35:26.880595,32,72.4,4,10,False,0,delivered,urgent,135.82,1.42,clear,Wednesday,7
DEL_000045,ORD_000045,2025-11-18,VEH_016,DRV_039,CUST_0282,DEPOT_004,9.53,166,2025-11-18 07:47:00,2025-11-18 07:54:00,2025-11-18 08:15:00,2025-11-18 08:41:08.470976,2025-11-18 08:59:08.470976,13,38.1,4,14,False,0,delivered,urgent,171.54,1.33,rain,Tuesday,7
DEL_000046,ORD_000046,2025-08-28,VEH_005,DRV_042,CUST_0262,DEPOT_001,16.91,376,2025-08-28 07:05:00,2025-08-28 07:21:00,2025-08-28 07:55:00,2025-08-28 08:49:03.805897,2025-08-28 08:58:03.805897,29,79.1,5,4,False,0,delivered,urgent,135.28,1.56,cloudy,Thursday,7
DEL_000048,ORD_000048,2026-01-15,VEH_039,DRV_090,CUST_0462,DEPOT_001,18.45,1275,2026-01-15 08:03:00,2026-01-15 08:04:00,2026-01-15 08:58:00,2026-01-15 09:28:14.068192,2026-01-15 09:49:14.068192,21,60.2,11,10,False,0,delivered,urgent,221.37,1.09,clear,Thursday,8
DEL_000049,ORD_000049,2026-01-22,VEH_014,DRV_095,CUST_0258,DEPOT_002,17.03,1468,2026-01-22 08:55:00,2026-01-22 08:49:00,2026-01-22 09:46:00,2026-01-22 10:55:27.189147,2026-01-22 11:07:27.189147,39,87.5,8,4,False,0,delivered,normal,204.32,1.71,clear,Thursday,8
DEL_000050,ORD_000050,2025-08-02,VEH_036,DRV_077,CUST_0032,DEPOT_003,14.67,188,2025-08-02 08:50:00,2025-08-02 08:44:00,2025-08-02 09:34:00,2025-08-02 10:31:04.130266,2025-08-02 10:53:04.130266,19,83.1,4,18,False,0,delivered,high,117.36,1.89,clear,Saturday,8
DEL_000053,ORD_000053,2025-10-14,VEH_023,DRV_096,CUST_0286,DEPOT_003,19.29,126,2025-10-14 08:53:00,2025-10-14 09:09:00,2025-10-14 09:50:00,2025-10-14 10:52:29.411881,2025-10-14 11:06:29.411881,20,101.5,6,8,False,0,delivered,normal,154.31,1.75,clear,Tuesday,8
DEL_000054,ORD_000054,2025-12-02,VEH_037,DRV_097,CUST_0086,DEPOT_003,19.19,696,2025-12-02 08:21:00,2025-12-02 08:22:00,2025-12-02 09:18:00,2025-12-02 09:41:25.271063,2025-12-02 09:55:25.271063,18,62.4,9,5,False,0,delivered,high,153.51,1.08,cloudy,Tuesday,8
DEL_000055,ORD_000055,2025-12-23,VEH_009,DRV_048,CUST_0355,DEPOT_005,6.95,209,2025-12-23 07:23:00,2025-12-23 07:22:00,2025-12-23 07:43:00,2025-12-23 08:39:39.249615,2025-12-23 08:52:39.249615,38,34.7,8,5,False,0,delivered,normal,55.6,1.66,clear,Tuesday,7
DEL_000056,ORD_000056,2025-10-13,VEH_039,DRV_057,CUST_0419,DEPOT_001,8.91,291,2025-10-13 08:34:00,2025-10-13 08:26:00,2025-10-13 09:00:00,2025-10-13 09:44:45.629485,2025-10-13 10:04:45.629485,26,45.8,4,16,False,0,delivered,high,106.93,1.71,cloudy,Monday,8
DEL_000057,ORD_000057,2026-01-16,VEH_032,DRV_095,CUST_0046,DEPOT_002,16.35,375,2026-01-16 07:57:00,2026-01-16 08:03:00,2026-01-16 08:46:00,2026-01-16 09:40:17.101826,2026-01-16 10:13:17.101826,29,70.3,9,24,False,0,delivered,normal,196.18,1.43,clear,Friday,7
DEL_000058,ORD_000058,2025-10-03,VEH_038,DRV_095,CUST_0471,DEPOT_002,12.87,1597,2025-10-03 07:01:00,2025-10-03 07:16:00,2025-10-03 07:39:00,2025-10-03 08:22:25.185387,2025-10-03 08:52:25.185387,30,48.4,14,16,False,0,delivered,high,154.42,1.25,cloudy,Friday,7
DEL_000059,ORD_000059,2025-10-20,VEH_019,DRV_003,CUST_0387,DEPOT_004,2.05,3039,2025-10-20 07:24:00,2025-10-20 07:17:00,2025-10-20 07:30:00,2025-10-20 07:47:09.553750,2025-10-20 08:06:09.553750,12,7.2,12,7,False,0,delivered,normal,51.25,1.16,clear,Monday,7
DEL_000060,ORD_000060,2025-11-14,VEH_022,DRV_092,CUST_0096,DEPOT_003,17.9,1834,2025-11-14 06:59:00,2025-11-14 06:50:00,2025-11-14 07:52:00,2025-11-14 08:28:53.572823,2025-11-14 08:44:53.572823,14,71.9,8,8,False,0,delivered,urgent,322.22,1.34,rain,Friday,6
DEL_000061,ORD_000061,2025-10-12,VEH_049,DRV_023,CUST_0057,DEPOT_004,18.33,514,2025-10-12 07:59:00,2025-10-12 07:51:00,2025-10-12 08:54:00,2025-10-12 09:49:39.035607,2025-10-12 10:21:39.035607,25,94.7,7,25,False,0,delivered,high,146.68,1.72,clear,Sunday,7
DEL_000064,ORD_000064,2025-07-03,VEH_008,DRV_078,CUST_0192,DEPOT_002,14.71,3908,2025-07-03 09:02:00,2025-07-03 09:05:00,2025-07-03 09:46:00,2025-07-03 10:52:56.936912,2025-07-03 11:08:56.936912,30,77.9,5,11,False,0,delivered,normal,367.86,1.77,cloudy,Thursday,9
DEL_000065,ORD_000065,2025-09-21,VEH_027,DRV_024,CUST_0307,DEPOT_005,8.88,81,2025-09-21 08:11:00,2025-09-21 08:11:00,2025-09-21 08:37:00,2025-09-21 09:36:58.294015,2025-09-21 09:46:58.294015,40,44.0,3,7,False,0,delivered,high,71.07,1.65,rain,Sunday,8
DEL_000066,ORD_000066,2025-07-16,VEH_043,DRV_001,CUST_0034,DEPOT_001,5.9,100,2025-07-16 09:06:00,2025-07-16 09:10:00,2025-07-16 09:23:00,2025-07-16 09:50:09.852174,2025-07-16 09:59:09.852174,28,19.2,9,0,False,0,delivered,urgent,47.18,1.08,clear,Wednesday,9
DEL_000067,ORD_000067,2025-10-22,VEH_043,DRV_016,CUST_0171,DEPOT_001,18.21,458,2025-10-22 07:07:00,2025-10-22 07:16:00,2025-10-22 08:01:00,2025-10-22 09:15:46.446148,2025-10-22 09:34:46.446148,30,103.8,11,8,False,0,delivered,normal,145.66,1.9,cloudy,Wednesday,7
DEL_000068,ORD_000068,2025-07-30,VEH_008,DRV_038,CUST_0083,DEPOT_002,16.48,7018,2025-07-30 09:33:00,2025-07-30 09:40:00,2025-07-30 10:22:00,2025-07-30 10:58:11.732519,2025-07-30 11:15:11.732519,39,52.2,4,13,False,0,delivered,normal,412.09,1.06,clear,Wednesday,9
DEL_000069,ORD_000069,2025-11-29,VEH_027,DRV_064,CUST_0053,DEPOT_005,16.37,640,2025-11-29 08:23:00,2025-11-29 08:27:00,2025-11-29 09:12:00,2025-11-29 10:32:41.122107,2025-11-29 10:43:41.122107,39,87.7,3,8,False,0,delivered,normal,130.97,1.79,cloudy,Saturday,8
DEL_000070,ORD_000070,2025-11-21,VEH_041,DRV_071,CUST_0478,DEPOT_003,22.27,160,2025-11-21 08:41:00,2025-11-21 08:37:00,2025-11-21 09:47:00,2025-11-21 10:14:17.457326,2025-11-21 10:40:17.457326,25,75.3,4,22,False,0,delivered,high,178.17,1.13,rain,Friday,8
DEL_000071,ORD_000071,2026-01-19,VEH_020,DRV_052,CUST_0482,DEPOT_005,13.71,438,2026-01-19 07:57:00,2026-01-19 08:12:00,2026-01-19 08:38:00,2026-01-19 09:51:36.986267,2026-01-19 10:22:36.986267,41,72.6,12,19,False,0,delivered,high,109.67,1.77,rain,Monday,7
DEL_000072,ORD_000072,2025-11-06,VEH_011,DRV_026,CUST_0129,DEPOT_003,4.69,431,2025-11-06 06:18:00,2025-11-06 06:20:00,2025-11-06 06:32:00,2025-11-06 06:53:47.077428,2025-11-06 07:20:47.077428,17,17.8,4,23,False,0,delivered,urgent,37.49,1.26,rain,Thursday,6
DEL_000073,ORD_000073,2025-12-19,VEH_009,DRV_054,CUST_0196,DEPOT_005,16.06,421,2025-12-19 08:24:00,2025-12-19 08:29:00,2025-12-19 09:12:00,2025-12-19 10:30:23.281972,2025-12-19 10:41:23.281972,38,84.4,6,5,False,0,delivered,urgent,128.51,1.75,rain,Friday,8
DEL_000074,ORD_000074,2025-07-23,VEH_037,DRV_026,CUST_0300,DEPOT_003,20.12,414,2025-07-23 07:52:00,2025-07-23 08:10:00,2025-07-23 08:52:00,2025-07-23 09:44:32.773798,2025-07-23 10:16:32.773798,25,94.5,9,23,False,0,failed,urgent,160.97,1.57,cloudy,Wednesday,7
DEL_000075,ORD_000075,2025-10-18,VEH_029,DRV_018,CUST_0344,DEPOT_005,15.12,463,2025-10-18 07:24:00,2025-10-18 07:35:00,2025-10-18 08:09:00,2025-10-18 09:00:54.352650,2025-10-18 09:19:54.352650,38,54.9,8,11,False,0,delivered,normal,181.47,1.21,cloudy,Saturday,7
DEL_000076,ORD_000076,2025-08-27,VEH_047,DRV_040,CUST_0298,DEPOT_003,18.32,487,2025-08-27 09:41:00,2025-08-27 09:36:00,2025-08-27 10:35:00,2025-08-27 11:33:41.499594,2025-08-27 11:51:41.499594,23,94.7,2,16,False,0,delivered,urgent,219.82,1.72,rain,Wednesday,9
DEL_000077,ORD_000077,2025-07-30,VEH_036,DRV_072,CUST_0367,DEPOT_003,19.6,203,2025-07-30 07:27:00,2025-07-30 07:34:00,2025-07-30 08:25:00,2025-07-30 09:23:09.934849,2025-07-30 10:01:09.934849,16,98.2,12,26,False,0,delivered,urgent,156.76,1.67,cloudy,Wednesday,7
DEL_000079,ORD_000079,2025-12-16,VEH_025,DRV_003,CUST_0284,DEPOT_004,13.34,259,2025-12-16 06:48:00,2025-12-16 06:48:00,2025-12-16 07:28:00,2025-12-16 07:59:07.861711,2025-12-16 08:24:07.861711,15,55.1,1,24,False,0,delivered,urgent,106.69,1.38,cloudy,Tuesday,6
DEL_000080,ORD_000080,2026-01-16,VEH_047,DRV_097,CUST_0453,DEPOT_003,15.8,1381,2026-01-16 08:49:00,2026-01-16 09:00:00,2026-01-16 09:36:00,2026-01-16 10:11:40.006124,2026-01-16 10:36:40.006124,22,64.7,10,15,False,0,cancelled,urgent,189.65,1.36,cloudy,Friday,8
DEL_000081,ORD_000081,2025-08-14,VEH_006,DRV_005,CUST_0191,DEPOT_005,23.89,458,2025-08-14 07:20:00,2025-08-14 07:16:00,2025-08-14 08:31:00,2025-08-14 09:44:24.810287,2025-08-14 10:11:24.810287,37,102.4,11,16,False,0,delivered,urgent,191.14,1.43,cloudy,Thursday,7
DEL_000083,ORD_000083,2025-10-28,VEH_023,DRV_087,CUST_0491,DEPOT_003,31.39,404,2025-10-28 07:18:00,2025-10-28 07:35:00,2025-10-28 08:52:00,2025-10-28 09:36:37.151392,2025-10-28 10:14:37.151392,23,120.6,11,27,False,0,delivered,high,251.09,1.28,rain,Tuesday,7
DEL_000084,ORD_000084,2025-11-25,VEH_050,DRV_091,CUST_0280,DEPOT_002,12.56,405,2025-11-25 08:55:00,2025-11-25 09:01:00,2025-11-25 09:32:00,2025-11-25 10:17:29.761377,2025-11-25 10:36:29.761377,42,49.5,0,19,False,0,delivered,high,100.5,1.31,cloudy,Tuesday,8
DEL_000085,ORD_000085,2025-07-18,VEH_039,DRV_029,CUST_0067,DEPOT_001,9.6,128,2025-07-18 09:57:00,2025-07-18 10:05:00,2025-07-18 10:25:00,2025-07-18 10:55:11.692448,2025-07-18 11:26:11.692448,26,33.2,11,20,False,0,failed,normal,115.24,1.15,rain,Friday,9
DEL_000086,ORD_000086,2026-01-21,VEH_050,DRV_063,CUST_0202,DEPOT_002,4.06,616,2026-01-21 06:34:00,2026-01-21 06:37:00,2026-01-21 06:46:00,2026-01-21 07:22:27.418045,2026-01-21 07:42:27.418045,34,15.5,13,7,False,0,delivered,high,32.45,1.27,rain,Wednesday,6
DEL_000087,ORD_000087,2025-07-09,VEH_031,DRV_055,CUST_0012,DEPOT_003,16.93,2743,2025-07-09 09:40:00,2025-07-09 09:39:00,2025-07-09 10:30:00,2025-07-09 11:11:15.469741,2025-07-09 11:15:15.469741,17,73.3,0,4,False,0,delivered,high,304.69,1.44,rain,Wednesday,9
DEL_000089,ORD_000089,2025-07-02,VEH_035,DRV_075,CUST_0497,DEPOT_005,4.79,500,2025-07-02 07:55:00,2025-07-02 08:10:00,2025-07-02 08:09:00,2025-07-02 09:00:43.953793,2025-07-02 09:22:43.953793,48,23.7,0,22,False,0,delivered,normal,38.3,1.65,rain,Wednesday,7
DEL_000090,ORD_000090,2025-10-29,VEH_006,DRV_005,CUST_0235,DEPOT_005,11.63,204,2025-10-29 07:08:00,2025-10-29 07:05:00,2025-10-29 07:42:00,2025-10-29 08:45:27.397773,2025-10-29 09:29:27.397773,43,55.5,14,30,False,0,delivered,normal,93.05,1.59,clear,Wednesday,7
DEL_000091,ORD_000091,2025-10-21,VEH_033,DRV_096,CUST_0118,DEPOT_003,26.68,484,2025-10-21 08:47:00,2025-10-21 08:46:00,2025-10-21 10:07:00,2025-10-21 11:28:45.602788,2025-10-21 11:46:45.602788,24,143.8,10,8,False,0,delivered,urgent,213.4,1.8,clear,Tuesday,8
DEL_000092,ORD_000092,2025-12-11,VEH_028,DRV_055,CUST_0003,DEPOT_003,13.23,2820,2025-12-11 08:40:00,2025-12-11 08:49:00,2025-12-11 09:19:00,2025-12-11 10:15:08.170456,2025-12-11 10:28:08.170456,13,77.1,5,8,False,0,delivered,high,238.2,1.94,rain,Thursday,8
DEL_000093,ORD_000093,2025-09-23,VEH_035,DRV_058,CUST_0278,DEPOT_005,24.77,215,2025-09-23 08:36:00,2025-09-23 08:55:00,2025-09-23 09:50:00,2025-09-23 11:40:46.743298,2025-09-23 11:55:46.743298,45,142.8,4,11,False,0,delivered,high,198.12,1.92,cloudy,Tuesday,8
DEL_000094,ORD_000094,2025-07-01,VEH_022,DRV_071,CUST_0177,DEPOT_003,21.25,3473,2025-07-01 09:59:00,2025-07-01 10:18:00,2025-07-01 11:02:00,2025-07-01 11:54:58.034817,2025-07-01 12:26:58.034817,25,98.0,5,27,False,0,failed,urgent,382.54,1.54,rain,Tuesday,9
DEL_000095,ORD_000095,2025-12-11,VEH_004,DRV_092,CUST_0183,DEPOT_003,19.24,7968,2025-12-11 07:19:00,2025-12-11 07:16:00,2025-12-11 08:16:00,2025-12-11 08:52:20.272881,2025-12-11 09:13:20.272881,19,75.3,2,19,False,0,delivered,high,481.08,1.31,rain,Thursday,7
DEL_000097,ORD_000097,2025-10-23,VEH_048,DRV_077,CUST_0038,DEPOT_003,26.64,701,2025-10-23 07:08:00,2025-10-23 07:02:00,2025-10-23 08:27:00,2025-10-23 09:28:13.258343,2025-10-23 09:53:13.258343,21,122.2,9,16,False,0,delivered,normal,213.12,1.53,rain,Thursday,7
DEL_000099,ORD_000099,2025-12-26,VEH_026,DRV_047,CUST_0135,DEPOT_002,15.08,2229,2025-12-26 09:26:00,2025-12-26 09:43:00,2025-12-26 10:11:00,2025-12-26 11:01:08.796031,2025-12-26 11:13:08.796031,29,62.1,9,3,False,0,delivered,high,271.39,1.37,cloudy,Friday,9
DEL_000104,ORD_000104,2025-11-05,VEH_010,DRV_023,CUST_0348,DEPOT_004,18.93,613,2025-11-05 07:40:00,2025-11-05 07:47:00,2025-11-05 08:36:00,2025-11-05 09:29:26.332542,2025-11-05 09:52:26.332542,19,93.4,5,18,False,0,delivered,normal,151.41,1.65,clear,Wednesday,7
