pod_id,delivery_id,photo_count,has_signature,signature_quality_score,gps_accuracy_meters,timestamp,notes,is_flagged_suspicious
POD_000042,DEL_000055,2,True,0.7513313830899236,12.109917924407883,2025-12-23 08:52:39.249615,Left at reception,False
POD_000043,DEL_000056,1,True,0.7062409840376517,14.665069774826682,2025-10-13 10:04:45.629485,,False
POD_000044,DEL_000057,3,True,0.7462201612404673,16.478754988657002,2026-01-16 10:13:17.101826,,False
POD_000045,DEL_000058,1,True,0.7236676552598512,20.61948626513193,2025-10-03 08:52:25.185387,,False
POD_000046,DEL_000059,2,True,0.9815465364665826,15.322290333509635,2025-10-20 08:06:09.553750,,False
POD_000047,DEL_000060,2,True,0.7230472130737132,25.403423355764087,2025-11-14 08:44:53.572823,Customer not available - left with neighbor,False
POD_000048,DEL_000061,2,True,0.730229955657487,17.51222814147271,2025-10-12 10:21:39.035607,,False
POD_000049,DEL_000064,1,True,0.7008159371006091,5.135494775140313,2025-07-03 11:08:56.936912,Customer not available - left with neighbor,False
POD_000050,DEL_000065,1,True,0.8226506400699455,10.250945443200198,2025-09-21 09:46:58.294015,Customer not available - left with neighbor,False
POD_000051,DEL_000066,3,True,0.9046297121424176,14.431876019130684,2025-07-16 09:59:09.852174,,False
POD_000052,DEL_000067,2,True,0.9318927063211998,5.456546785773759,2025-10-22 09:34:46.446148,,False
POD_000053,DEL_000068,0,False,0.3,100.0,2025-07-30 11:15:11.732519,Left at reception,True
POD_000054,DEL_000069,1,True,0.8991246261495804,24.508737137688858,2025-11-29 10:43:41.122107,,False
POD_000055,DEL_000070,2,True,0.8363703147660401,29.799562455451678,2025-11-21 10:40:17.457326,,False
POD_000056,DEL_000071,2,True,0.9288477693170561,12.503689371013328,2026-01-19 10:22:36.986267,,False
POD_000057,DEL_000072,1,True,0.788855409682844,14.47354850711069,2025-11-06 07:20:47.077428,,False
POD_000058,DEL_000073,3,True,0.9753775923702841,20.41793647826792,2025-12-19 10:41:23.281972,,False
POD_000059,DEL_000075,3,True,0.8129614451587173,7.423597408780215,2025-10-18 09:19:54.352650,Customer not available - left with neighbor,False
POD_000060,DEL_000076,0,False,0.3,100.0,2025-08-27 11:51:41.499594,,True
POD_000061,DEL_000077,3,True,0.7193819585128759,28.62990833683252,2025-07-30 10:01:09.934849,,False
POD_000062,DEL_000079,3,True,0.8061877577483699,20.122365547833212,2025-12-16 08:24:07.861711,,False
POD_000063,DEL_000081,2,True,0.8995945690291203,13.141137173920887,2025-08-14 10:11:24.810287,,False
POD_000064,DEL_000083,3,True,0.7519086656406532,16.03564957511277,2025-10-28 10:14:37.151392,,False
POD_000065,DEL_000084,3,True,0.8582388591855767,10.203544420321496,2025-11-25 10:36:29.761377,Customer not available - left with neighbor,False
POD_000066,DEL_000086,3,True,0.9798543672037421,12.588374178221965,2026-01-21 07:42:27.418045,,False
POD_000067,DEL_000087,3,True,0.8413929888976844,23.758057349550104,2025-07-09 11:15:15.469741,,False
POD_000068,DEL_000089,1,True,0.7455257438179671,20.694917623830115,2025-07-02 09:22:43.953793,,False
POD_000069,DEL_000090,3,True,0.9240303649883892,9.371637351859654,2025-10-29 09:29:27.397773,,False
POD_000070,DEL_000091,1,True,0.9445814446538836,25.680111931447367,2025-10-21 11:46:45.602788,Delivered to security,False
POD_000071,DEL_000092,1,True,0.7650719269345366,17.766394383003018,2025-12-11 10:28:08.170456,,False
POD_000072,DEL_000093,0,True,0.3,100.0,2025-09-23 11:55:46.743298,,True
POD_000073,DEL_000095,2,True,0.9165915739808234,20.568342444585888,2025-12-11 09:13:20.272881,Customer not available - left with neighbor,False
POD_000074,DEL_000097,3,True,0.9390417034164533,14.12846474201798,2025-10-23 09:53:13.258343,,False
POD_000075,DEL_000099,2,True,0.870636534930244,14.463770061073692,2025-12-26 11:13:08.796031,Customer not available - left with neighbor,False
POD_000076,DEL_000104,1,True,0.8456348979774867,17.486742559527066,2025-11-05 09:52:26.332542,,False
POD_000077,DEL_000105,1,True,0.7457036579201596,17.44699596496833,2026-01-06 08:22:23.135092,Customer not available - left with neighbor,False
POD_000078,DEL_000106,3,True,0.9835216520426351,26.786727501468807,2025-11-20 09:25:08.306493,,False
POD_000079,DEL_000108,2,True,0.9641513104064582,9.172656282297071,2025-11-07 07:36:11.033150,,False
POD_000080,DEL_000109,1,True,0.704403629723457,28.221520625596742,2025-08-27 10:54:16.609778,,False
POD_000081,DEL_000110,2,True,0.8087212364623272,21.414930262441477,2025-09-30 08:24:19.105827,,False
POD_000082,DEL_000112,2,True,0.8615798418587031,8.726561902235007,2025-09-23 09:39:57.582565,,False
POD_000083,DEL_000113,2,True,0.9189881614539098,16.695633693581954,2025-09-24 08:47:05.739158,,False
POD_000084,DEL_000114,1,True,0.9755103237340275,9.834200648940978,2025-07-15 10:15:39.511549,,False
POD_000085,DEL_000115,3,True,0.9858565156374883,7.475571550055767,2025-12-15 10:30:35.648508,,False
POD_000086,DEL_000117,2,True,0.7223041295935755,21.367763680756145,2025-12-10 09:15:41.738228,,False
POD_000087,DEL_000118,1,True,0.9828356595692369,18.93127150365647,2025-12-26 09:58:34.747659,Customer not available - left with neighbor,False
POD_000088,DEL_000119,2,True,0.9276652583134619,24.35210641307397,2026-01-17 07:33:33.858432,,False
POD_000089,DEL_000120,3,True,0.8608443521763082,27.04010310089092,2025-10-29 09:47:30.485034,,False
POD_000090,DEL_000121,2,True,0.78227410068407,9.185385598683894,2026-01-19 08:44:22.653841,,False
POD_000091,DEL_000123,3,True,0.8078100865278476,16.316947565120856,2026-01-29 09:23:41.914950,,False
POD_000092,DEL_000124,1,True,0.9962501403959119,12.569268155580813,2025-09-07 07:10:03.000439,,False
POD_000093,DEL_000125,3,True,0.9910361705968367,7.2736203508496065,2025-11-26 07:58:21.416912,,False
POD_000094,DEL_000126,3,True,0.9552990759526554,15.90655047488066,2025-12-17 10:06:05.267677,,False
POD_000095,DEL_000127,2,True,0.9339744510490403,17.457642962770095,2026-01-09 07:54:45.760987,,False
POD_000096,DEL_000128,2,True,0.8174839320785097,5.87267600648843,2025-07-10 09:34:39.883407,,False
POD_000097,DEL_000129,1,True,0.7824984162950985,20.638210607098518,2025-12-01 09:52:07.092503,,False
POD_000098,DEL_000130,3,True,0.7855562490411456,9.66168572135044,2025-11-21 10:18:38.490063,,False
POD_000099,DEL_000131,1,True,0.7990839667109738,8.671627908052159,2025-11-05 08:30:48.615534,,False
POD_000100,DEL_000132,1,True,0.904458516762568,13.232178939584243,2025-09-06 11:23:05.675079,,False
POD_000101,DEL_000133,3,True,0.8489159295383479,15.461518171609068,2025-09-10 09:19:09.165539,Delivered to security,False
POD_000102,DEL_000134,0,True,0.3,100.0,2025-10-30 10:19:09.050009,,True
POD_000103,DEL_000135,3,True,0.7014107488503014,8.236515510709728,2025-07-15 11:04:52.054827,,False
POD_000104,DEL_000137,1,True,0.8266584224083597,22.16492303664358,2025-08-20 08:20:49.374492,,False
POD_000105,DEL_000140,1,True,0.9519548652355638,5.73482043141094,2025-09-28 08:31:56.901465,,False
POD_000106,DEL_000142,3,True,0.847728400402467,27.194494411380497,2025-10-28 07:39:23.817739,,False
POD_000107,DEL_000144,3,True,0.8051805476760165,18.26788248760295,2025-10-27 10:20:14.691075,,False
POD_000108,DEL_000145,3,True,0.7460809896173153,17.28111300603363,2025-08-14 08:00:11.025322,,False
POD_000109,DEL_000146,1,True,0.790026265512348,8.503060692626974,2025-07-30 08:16:53.535560,,False
POD_000110,DEL_000147,2,True,0.9414274960628689,19.598348473520765,2025-08-18 10:46:42.524209,Customer not available - left with neighbor,False
POD_000111,DEL_000148,3,True,0.8789807241668256,24.604337946328805,2025-07-15 11:17:05.293454,,False
POD_000112,DEL_000152,2,True,0.8186577618825626,21.93314767621967,2025-08-06 09:48:25.357149,,False
POD_000113,DEL_000153,3,True,0.881309531084613,8.704354382061048,2025-11-06 07:32:17.589458,,False
POD_000114,DEL_000154,3,True,0.9783311566172896,25.23768150546506,2025-11-09 09:33:36.008081,,False
POD_000115,DEL_000155,1,True,0.9181356073596563,23.195076540383084,2025-12-29 09:36:04.054840,,False
POD_000116,DEL_000156,2,True,0.9364490640874906,23.48437436196232,2025-12-10 10:55:31.324341,Delivered to security,False
POD_000117,DEL_000157,3,True,0.7863377047260021,6.385850513887723,2025-07-21 08:21:04.848616,,False
POD_000118,DEL_000160,1,True,0.7988926176334878,25.100381097501792,2025-07-20 10:23:47.965334,,False
POD_000119,DEL_000161,1,True,0.7247564803473914,21.53599347851704,2025-07-27 08:24:56.163122,,False
POD_000120,DEL_000162,3,True,0.9475097154626306,6.787628829908439,2025-10-30 11:05:46.348874,,False
POD_000121,DEL_000163,2,True,0.7885163702354269,8.783709648505438,2025-07-22 08:23:33.978202,,False
POD_000122,DEL_000164,2,True,0.8250772915188339,5.83611903261695,2025-11-14 08:51:10.653836,Customer not available - left with neighbor,False
POD_000123,DEL_000167,1,True,0.713206107106569,21.220160902165233,2025-12-31 08:53:54.688225,Left at reception,False
POD_000124,DEL_000168,1,True,0.9601641800984153,20.494890378433624,2025-07-08 10:03:28.078887,,False
POD_000125,DEL_000169,2,True,0.7453565110949292,11.295212218862016,2025-07-02 08:05:31.005013,,False
POD_000126,DEL_000170,2,True,0.8576250378679001,13.41336346439762,2025-08-13 08:44:22.741149,,False
POD_000127,DEL_000173,1,True,0.9199875705022835,9.51238962352136,2025-11-21 08:43:29.237481,,False
POD_000128,DEL_000174,2,True,0.7033004643645282,20.872425571743825,2025-09-10 09:23:31.277782,,False
POD_000129,DEL_000175,3,True,0.8657229382687447,8.066546316772031,2026-01-08 07:30:32.705082,,False
POD_000130,DEL_000176,3,True,0.733988071253741,24.224094334097448,2025-07-02 07:36:46.060666,,False
POD_000131,DEL_000179,1,True,0.9369425427121403,20.52082301684588,2025-12-16 10:42:03.115385,,False
POD_000132,DEL_000180,2,True,0.8584551602043627,18.241801587331217,2025-07-10 08:31:48.832077,,False
POD_000133,DEL_000181,3,True,0.8898673709400736,23.613243453766454,2025-12-20 10:13:17.133256,,False
POD_000134,DEL_000182,1,True,0.7689420976475901,26.99999080086795,2026-01-19 10:49:51.497042,,False
POD_000135,DEL_000183,3,True,0.7805203515398167,15.734452777513829,2025-10-21 09:20:01.479279,,False
POD_000136,DEL_000185,3,True,0.7597181763587172,22.955618886533266,2026-01-26 10:19:43.975666,,False
POD_000137,DEL_000187,2,True,0.993687405898104,20.447993326207424,2025-12-28 08:51:41.697701,Delivered to security,False
POD_000138,DEL_000188,1,True,0.8671420320619138,12.657906540128062,2025-09-04 09:55:33.135300,Customer not available - left with neighbor,False
POD_000139,DEL_000189,3,True,0.7923877221230917,9.845640839682897,2025-10-13 12:15:40.043703,,False
POD_000140,DEL_000190,1,True,0.9887893438870723,16.080172631847425,2025-10-28 09:29:30.100784,,False
POD_000141,DEL_000191,3,True,0.976184118885596,26.728739463288772,2025-12-15 10:46:07.048243,,False
POD_000142,DEL_000192,2,True,0.9203567495810467,26.598391384533766,2026-01-26 09:57:10.973418,Delivered to security,False
POD_000143,DEL_000193,3,True,0.9009795489088338,29.86842444722494,2025-10-24 10:22:25.522075,,False
POD_000144,DEL_000196,2,True,0.9980551118465434,25.04596149300668,2025-12-04 09:54:19.148965,,False
POD_000145,DEL_000197,2,True,0.8989949897127688,28.035980778360283,2025-07-28 10:33:06.520814,,False
POD_000146,DEL_000199,2,True,0.9271628542041275,26.69449149779992,2025-09-12 08:43:34.144901,Customer not available - left with neighbor,False
POD_000147,DEL_000201,3,True,0.8506889196131007,10.026509133854006,2025-12-20 08:11:40.891257,,False
POD_000148,DEL_000202,3,True,0.9532595749906803,11.398386238518697,2025-08-20 13:05:26.721825,,False
POD_000149,DEL_000204,1,True,0.923658193679324,16.693975752719005,2026-01-27 10:08:05.111862,,False
POD_000150,DEL_000206,0,False,0.3,100.0,2026-01-06 08:25:39.764803,,True
POD_000151,DEL_000207,1,True,0.7642869734692846,9.835778319461037,2025-10-16 08:44:12.726932,,False
POD_000152,DEL_000208,3,True,0.9813093303946343,19.173219128240504,2026-01-07 10:36:29.971006,,False
POD_000153,DEL_000209,3,True,0.7755981009055423,29.2372175219926,2025-07-21 09:09:52.565460,,False
POD_000154,DEL_000210,1,True,0.9959789268710854,6.256105459206166,2025-08-05 11:08:50.677879,,False
POD_000155,DEL_000211,1,True,0.75825304755677,5.963023242665251,2025-08-16 07:36:47.733224,,False
POD_000156,DEL_000212,2,True,0.9916843015704133,16.427746070422963,2025-08-25 08:57:46.520339,,False
POD_000157,DEL_000213,3,True,0.8493325560356809,27.650801515315695,2025-08-26 10:26:00.767827,,False
POD_000158,DEL_000214,3,True,0.801974211729498,5.3360284064325345,2025-10-13 12:03:07.450496,,False
POD_000159,DEL_000215,1,True,0.8033826222967029,19.763868981911983,2025-07-31 07:57:46.901640,,False
POD_000160,DEL_000216,3,True,0.8155097724280507,14.821281244754529,2025-10-06 09:48:58.658292,,False
POD_000161,DEL_000217,1,True,0.7836003755449943,17.33077307382554,2026-01-13 11:53:00.019525,,False
POD_000162,DEL_000218,2,True,0.838680914835763,24.55810720695532,2025-11-27 09:45:05.207269,,False
POD_000163,DEL_000220,3,True,0.7545276134976691,11.994577835711862,2025-09-24 12:40:32.581222,,False
POD_000164,DEL_000222,2,True,0.86785121268612,15.456814530934302,2026-01-12 09:07:16.143829,Customer not available - left with neighbor,False
POD_000165,DEL_000224,2,True,0.9756490396142172,22.380188028211485,2025-10-02 09:11:54.379959,,False
POD_000166,DEL_000225,2,True,0.8800237845939634,28.49288741066563,2025-07-16 11:07:49.341868,,False
POD_000167,DEL_000226,1,True,0.7280606939023311,15.562528462807899,2025-10-23 12:12:04.357021,,False
POD_000168,DEL_000228,3,True,0.971393932923952,10.488262053152493,2025-11-28 09:43:37.363568,,False
POD_000169,DEL_000230,1,True,0.8111080253704878,5.618518417166062,2026-01-15 10:39:59.848387,,False
POD_000170,DEL_000231,2,True,0.8367977088182728,17.740407429361746,2025-08-28 10:08:43.566361,,False
POD_000171,DEL_000232,1,True,0.7465821000877276,27.124615005605172,2025-10-02 11:39:00.251812,,False
POD_000172,DEL_000234,3,True,0.8098839617606255,29.89178263700315,2025-10-08 09:55:35.558617,,False
POD_000173,DEL_000236,1,True,0.8334413078813765,21.240269686197077,2026-01-30 09:17:35.053464,,False
POD_000174,DEL_000237,1,True,0.8003962900304155,8.248062078538217,2025-12-03 10:30:31.291987,,False
POD_000175,DEL_000238,0,True,0.3,100.0,2025-09-10 08:42:41.924138,,True
POD_000176,DEL_000239,1,True,0.9431002472205909,5.819047870177073,2026-01-05 09:42:18.575515,,False
POD_000177,DEL_000240,2,True,0.8898848599430962,29.730922170565876,2025-09-01 09:03:21.125215,,False
POD_000178,DEL_000241,3,True,0.9159715488487676,7.741372892894267,2025-12-25 08:37:11.540671,,False
POD_000179,DEL_000243,2,True,0.893408888083795,10.435298167545385,2025-08-05 07:04:42.566476,Customer not available - left with neighbor,False
POD_000180,DEL_000244,2,True,0.9135862958622368,24.950044399327034,2025-11-14 09:42:26.352970,,False
POD_000181,DEL_000245,2,True,0.8189099571279319,22.412042529038107,2025-10-16 07:55:40.229447,Customer not available - left with neighbor,False
POD_000182,DEL_000247,2,True,0.7243309960228543,18.634157294792864,2025-07-28 08:55:36.892498,,False
POD_000183,DEL_000248,2,True,0.8471943331949716,12.752796468573504,2025-09-19 09:14:33.004307,,False
POD_000184,DEL_000249,2,True,0.8911777841660338,26.36372202588478,2025-07-01 07:30:05.103955,,False
POD_000185,DEL_000250,1,True,0.9894107065685205,22.769657138266698,2025-10-24 10:07:32.969759,Customer not available - left with neighbor,False
POD_000186,DEL_000251,2,True,0.7000209621715614,22.056678448365535,2025-12-17 09:19:15.053093,,False
POD_000187,DEL_000252,2,True,0.9933266694664884,19.785452334496604,2025-08-26 09:53:07.363564,,False
POD_000188,DEL_000253,1,True,0.7830707282863748,21.56104698181882,2025-09-29 09:28:02.210842,,False
POD_000189,DEL_000254,1,True,0.9343821853116265,22.872340269569857,2025-10-20 11:41:10.425989,,False
POD_000190,DEL_000255,2,True,0.7457297055318741,25.54510930781882,2025-09-29 08:46:01.864864,,False
POD_000191,DEL_000256,1,True,0.814914252498697,24.931117021764997,2025-07-18 10:14:39.204910,Left at reception,False
POD_000192,DEL_000258,1,True,0.9140932766951224,24.793757657408314,2025-08-28 08:56:33.577245,Customer not available - left with neighbor,False
POD_000193,DEL_000259,0,False,0.3,100.0,2025-09-15 09:14:04.439452,,True
POD_000194,DEL_000260,3,True,0.7818805183815846,23.421071270910446,2025-07-17 07:55:40.850299,,False
POD_000195,DEL_000261,1,True,0.8597144754267908,20.20076479896936,2026-01-13 11:03:21.982301,,False
POD_000196,DEL_000262,3,True,0.8221159911109982,29.81215655581507,2025-08-20 10:41:24.598319,,False
POD_000197,DEL_000263,0,True,0.3,100.0,2025-09-12 07:46:17.901546,,True
POD_000198,DEL_000264,2,True,0.7582769717515631,13.15003141986621,2025-10-15 09:27:10.646177,,False
POD_000199,DEL_000266,1,True,0.7131914217033253,16.646617741761638,2025-10-09 10:43:54.182425,Left at reception,False
POD_000200,DEL_000267,2,True,0.7392697118962833,28.077457880971355,2025-10-09 11:08:15.067124,,False
POD_000201,DEL_000268,1,True,0.7306021479779949,11.13330272737555,2025-11-04 09:01:18.532649,,False
POD_000202,DEL_000269,2,True,0.8468477409504909,5.4437967161185306,2025-12-23 08:28:32.858366,,False
POD_000203,DEL_000270,2,True,0.8126223403208893,27.794053248038498,2025-08-28 11:25:54.228966,,False
POD_000204,DEL_000271,3,True,0.7702768780680023,8.868561303969138,2025-11-18 09:54:54.005985,,False
POD_000205,DEL_000272,3,True,0.968376890861338,10.995681781956126,2025-08-05 10:10:44.743215,,False
POD_000206,DEL_000273,2,True,0.8262802415420056,19.221350946486787,2026-01-13 11:52:38.104129,,False
POD_000207,DEL_000275,2,True,0.8750838391154105,29.35675241057495,2025-10-24 07:58:26.130996,,False
POD_000208,DEL_000277,2,True,0.8904086296857067,5.511931490073375,2025-07-25 10:46:21.315364,,False
POD_000209,DEL_000278,3,True,0.9277381925997861,28.81331501329767,2025-09-22 11:37:57.212420,,False
POD_000210,DEL_000280,1,True,0.9837636766639434,9.05076633964615,2025-08-16 09:13:16.211509,Delivered to security,False
POD_000211,DEL_000281,2,True,0.722264100874503,6.798815920489282,2025-07-30 10:58:08.401186,,False
POD_000212,DEL_000282,1,True,0.8503877307515477,28.077969026405565,2025-10-07 08:51:24.658893,,False
POD_000213,DEL_000283,3,True,0.9799217593836007,6.345145542731718,2025-08-23 08:57:06.941233,,False
POD_000214,DEL_000284,3,True,0.8177628627431113,6.61091073948518,2025-11-19 08:24:33.659618,,False
POD_000215,DEL_000285,3,True,0.972481681849977,10.445037589055893,2025-07-24 08:14:23.918647,,False
POD_000216,DEL_000286,1,True,0.8387005537126196,21.903263980293268,2025-09-22 09:20:27.002079,,False
POD_000217,DEL_000288,1,True,0.7738471605392895,19.61427093936264,2026-01-25 09:30:56.514664,,False
POD_000218,DEL_000289,3,True,0.9366000177139631,28.017198497322834,2025-09-06 11:22:04.500381,,False
POD_000219,DEL_000290,3,True,0.9558955527680711,11.786675905042067,2026-01-14 09:46:16.699998,Delivered to security,False
POD_000220,DEL_000291,2,True,0.9484498915687913,26.291211127162356,2025-07-30 11:47:25.648106,,False
POD_000221,DEL_000293,3,True,0.958379912660029,17.906476058910968,2025-11-13 10:23:10.461242,,False
POD_000222,DEL_000297,3,True,0.8252138108838414,25.894801340610414,2025-12-23 11:22:47.847334,,False
POD_000223,DEL_000298,2,True,0.9335307598080004,7.3028821383093145,2025-08-08 12:49:01.126195,,False
POD_000224,DEL_000299,3,True,0.9968452895756379,21.426142971541307,2025-10-15 10:27:32.051851,,False
POD_000225,DEL_000300,2,True,0.851571783038088,19.53096064231058,2025-09-30 12:09:21.718169,Delivered to security,False
POD_000226,DEL_000301,2,True,0.9458290806503366,17.1405562340895,2026-01-14 11:24:35.911431,,False
POD_000227,DEL_000304,1,True,0.7767241709112267,23.07160394002991,2025-12-05 11:54:20.114318,,False
POD_000228,DEL_000305,2,True,0.7904893389757452,13.292191149304893,2025-08-27 11:24:10.863918,,False
POD_000229,DEL_000307,2,True,0.7543354710954973,29.217202255685873,2025-12-28 10:03:05.119256,,False
POD_000230,DEL_000308,3,True,0.8641796868666235,20.289916137044948,2026-01-26 10:56:44.048916,Customer not available - left with neighbor,False
POD_000231,DEL_000309,3,True,0.9104779700064278,23.956302268317234,2025-08-13 07:52:43.228566,Customer not available - left with neighbor,False
POD_000232,DEL_000310,1,True,0.9134451324367933,21.042124393455044,2026-01-27 10:15:31.812234,Customer not available - left with neighbor,False
POD_000233,DEL_000311,2,True,0.8242876640026245,25.99222539735933,2026-01-14 10:39:18.307889,,False
POD_000234,DEL_000312,3,True,0.9728039575170335,11.68275820332039,2025-08-07 08:30:04.722821,,False
POD_000235,DEL_000313,1,True,0.9024484684508508,7.00006669899912,2025-11-24 10:13:48.365527,,False
POD_000236,DEL_000314,2,True,0.893698295715876,12.395594607132713,2025-09-10 08:18:47.296266,,False
POD_000237,DEL_000315,2,True,0.939738380627753,20.227777403635315,2025-12-04 11:10:54.155120,,False
POD_000238,DEL_000320,1,True,0.8742129749872606,21.007509694616463,2025-10-02 09:48:49.454599,,False
POD_000239,DEL_000321,1,True,0.8770188929871211,19.561505723237925,2025-09-08 08:16:49.997843,Delivered to security,False
POD_000240,DEL_000322,2,True,0.7376085439384644,26.263193504485148,2025-10-29 10:55:29.481723,Left at reception,False
POD_000241,DEL_000324,2,True,0.8929040118114409,9.95882937832138,2025-10-31 09:31:20.455960,,False
POD_000242,DEL_000325,3,True,0.861968529981965,8.979724490399118,2025-07-03 11:37:57.407072,,False
POD_000243,DEL_000326,1,True,0.8174897273965025,17.659925385363408,2025-10-28 08:34:30.936833,,False
POD_000244,DEL_000327,2,True,0.945811499470068,26.456382518222107,2026-01-28 09:53:18.708200,Customer not available - left with neighbor,False
POD_000245,DEL_000328,3,True,0.812785405895633,25.238481990039617,2025-12-30 08:22:25.024966,,False
POD_000246,DEL_000329,1,True,0.9284979432772502,9.771441543676776,2025-12-26 07:59:38.382985,,False
POD_000247,DEL_000331,2,True,0.7764347169324377,11.709552161455928,2025-07-17 10:22:01.642028,,False
POD_000248,DEL_000332,2,True,0.9968909306132738,23.884384323952347,2025-11-04 10:46:12.780495,,False
POD_000249,DEL_000333,1,True,0.9902129404365362,23.471807632593812,2025-08-28 08:05:22.872802,,False
POD_000250,DEL_000334,2,True,0.8230787863643074,14.395236007611363,2026-01-27 08:34:04.398337,,False
POD_000251,DEL_000335,3,True,0.7269282609192936,19.672503734759456,2025-07-07 10:52:02.650591,,False
POD_000252,DEL_000336,3,True,0.8986092510097665,26.46129343763397,2025-09-17 09:31:24.351827,,False
POD_000253,DEL_000337,3,True,0.8168060670836953,24.611314622322546,2025-10-20 11:23:25.164866,Customer not available - left with neighbor,False
POD_000254,DEL_000338,1,True,0.8266410239416965,20.81974290292385,2025-12-03 07:57:40.010777,,False
POD_000255,DEL_000339,1,True,0.7677954433117479,12.45611903189802,2025-11-10 08:36:00.532240,,False
POD_000256,DEL_000340,1,True,0.9648931772719569,28.569874343978924,2025-11-02 07:49:09.176770,,False
